pc_timestamp_iso,ms,ax,ay,az,gx,gy,gz,mx,my,mz,press,baro_t,prox,cr,cg,cb,light,gesture,mic,p2p
2026-05-28T00:02:53.866,2466869,-0.89,-0.48,-0.03,3.2,2.6,2.0,-28.7,46.7,23.1,101.113,36.63,0,1,1,1,3,NONE,29,141
2026-05-28T00:02:53.924,2466921,-0.89,-0.47,-0.03,3.4,2.8,2.4,-29.4,46.7,24.9,101.11,36.64,0,1,1,1,3,NONE,24,137
2026-05-28T00:02:53.974,2466973,-0.89,-0.48,-0.03,4.3,4.2,2.6,-29.2,46.5,22.9,101.112,36.64,0,1,1,1,3,NONE,29,150
2026-05-28T00:02:54.021,2467019,-0.88,-0.49,-0.03,4.3,3.8,2.5,-29.4,46.7,23.9,101.108,36.63,0,1,1,1,3,NONE,25,134
2026-05-28T00:02:54.075,2467071,-0.88,-0.49,-0.03,3.8,4.2,2.4,-28.6,46.9,23.5,101.109,36.64,0,1,1,1,3,NONE,25,140
2026-05-28T00:02:54.121,2467119,-0.88,-0.49,-0.03,2.7,3.0,1.6,-29.2,47.3,23.1,101.109,36.64,0,1,1,1,3,NONE,20,115
2026-05-28T00:02:54.174,2467171,-0.89,-0.48,-0.02,2.0,2.9,1.5,-29.0,46.8,24.7,101.111,36.63,0,1,1,1,3,NONE,25,102
2026-05-28T00:02:54.224,2467221,-0.88,-0.48,-0.03,1.8,3.0,1.2,-28.9,46.8,24.5,101.11,36.63,0,1,1,1,3,NONE,35,185
2026-05-28T00:02:54.267,2467269,-0.89,-0.48,-0.03,1.8,2.7,1.3,-29.3,47.2,23.8,101.114,36.63,0,1,1,1,3,NONE,31,194
2026-05-28T00:02:54.326,2467321,-0.89,-0.48,-0.02,1.8,3.1,1.4,-29.1,47.0,24.5,101.114,36.65,0,1,1,1,3,NONE,33,206
2026-05-28T00:02:54.375,2467373,-0.89,-0.48,-0.03,0.4,1.3,1.8,-29.3,47.2,23.8,101.112,36.64,0,1,1,1,3,NONE,29,165
2026-05-28T00:02:54.421,2467419,-0.88,-0.48,-0.02,0.5,2.4,1.1,-29.1,47.3,23.4,101.106,36.63,0,1,1,1,3,NONE,22,163
2026-05-28T00:02:54.475,2467471,-0.9,-0.47,-0.02,1.0,1.9,0.4,-28.9,47.7,23.6,101.111,36.63,0,1,1,1,3,NONE,27,121
2026-05-28T00:02:54.518,2467519,-0.88,-0.48,-0.02,0.2,2.5,-0.1,-29.2,46.8,23.5,101.111,36.64,0,1,1,1,3,NONE,25,146
2026-05-28T00:02:54.574,2467571,-0.89,-0.46,-0.02,0.5,3.3,0.3,-29.0,47.3,23.7,101.112,36.64,0,1,1,1,3,NONE,30,163
2026-05-28T00:02:54.616,2467620,-0.9,-0.47,-0.03,2.1,4.3,1.2,-29.0,47.3,23.7,101.109,36.64,0,1,1,1,3,NONE,30,161
2026-05-28T00:02:54.671,2467669,-0.89,-0.47,-0.03,2.5,4.8,1.3,-29.0,47.4,23.5,101.11,36.64,0,1,1,1,3,NONE,45,226
2026-05-28T00:02:54.725,2467721,-0.89,-0.47,-0.03,2.9,4.1,2.4,-29.5,47.9,22.6,101.109,36.64,0,1,1,1,3,NONE,30,143
2026-05-28T00:02:54.773,2467769,-0.88,-0.48,-0.02,2.6,3.6,2.7,-29.1,48.3,23.4,101.109,36.64,0,1,1,1,3,NONE,42,232
2026-05-28T00:02:54.825,2467821,-0.89,-0.47,-0.03,1.9,3.5,2.0,-29.2,48.1,22.7,101.112,36.65,0,1,1,1,3,NONE,32,171
2026-05-28T00:02:54.872,2467869,-0.88,-0.46,-0.02,2.0,1.9,0.5,-29.7,47.5,23.8,101.11,36.64,0,1,1,1,3,NONE,31,184
2026-05-28T00:02:54.923,2467921,-0.87,-0.48,-0.02,-2.3,-0.5,-1.9,-29.0,48.3,24.3,101.109,36.65,0,1,1,1,3,NONE,18,111
2026-05-28T00:02:54.973,2467973,-0.87,-0.47,0.01,-5.0,-2.2,-3.7,-28.9,48.1,22.3,101.113,36.65,0,1,1,1,3,NONE,28,149
2026-05-28T00:02:55.017,2468019,-0.89,-0.45,-0.03,-2.4,-0.9,-4.9,-29.0,47.9,23.7,101.114,36.65,0,1,1,1,3,NONE,52,236
2026-05-28T00:02:55.073,2468071,-0.97,-0.46,-0.03,-5.6,3.2,-7.1,-28.9,48.1,22.9,101.11,36.65,0,1,1,1,3,NONE,44,233
2026-05-28T00:02:55.117,2468119,-0.93,-0.5,-0.0,-6.2,11.8,-4.6,-29.8,48.3,23.0,101.111,36.64,0,1,1,1,3,NONE,41,144
2026-05-28T00:02:55.173,2468171,-0.84,-0.52,-0.03,-3.4,13.6,3.4,-29.8,48.4,22.9,101.111,36.65,0,1,1,1,3,NONE,36,202
2026-05-28T00:02:55.223,2468221,-0.93,-0.46,-0.05,-4.5,9.4,7.1,-29.6,48.8,23.1,101.106,36.64,0,1,1,1,3,NONE,103,444
2026-05-28T00:02:55.269,2468270,-0.92,-0.46,-0.03,-3.7,12.9,9.3,-29.6,48.8,22.8,101.111,36.65,0,1,1,1,3,NONE,99,544
2026-05-28T00:02:55.324,2468321,-0.94,-0.48,-0.01,-1.6,20.4,9.5,-30.5,49.5,22.9,101.112,36.64,0,1,1,1,3,NONE,66,422
2026-05-28T00:02:55.375,2468373,-0.89,-0.48,-0.0,-4.0,23.6,9.9,-31.0,48.9,21.5,101.115,36.65,0,1,1,1,3,NONE,53,320
2026-05-28T00:02:55.417,2468419,-0.9,-0.47,-0.01,-5.9,25.3,7.3,-31.0,49.8,21.9,101.107,36.64,0,1,1,1,3,NONE,49,357
2026-05-28T00:02:55.474,2468472,-0.87,-0.48,-0.0,-4.8,20.6,2.0,-31.2,50.5,21.1,101.112,36.65,0,1,1,1,3,NONE,62,396
2026-05-28T00:02:55.523,2468519,-0.75,-0.52,0.03,-6.7,14.6,-7.3,-31.4,50.5,21.2,101.109,36.64,0,1,1,1,3,NONE,44,283
2026-05-28T00:02:55.575,2468571,-0.88,-0.51,0.07,-22.6,-3.2,-12.3,-32.0,50.5,20.3,101.109,36.64,0,1,1,1,3,NONE,65,168
2026-05-28T00:02:55.624,2468623,-0.99,-0.31,0.18,-21.7,10.1,-12.3,-32.3,50.9,20.8,101.109,36.65,0,1,1,1,3,NONE,46,190
2026-05-28T00:02:55.673,2468671,-0.83,-0.42,0.18,-9.5,19.2,-12.7,-32.9,51.2,19.6,101.11,36.65,0,1,1,1,3,NONE,43,270
2026-05-28T00:02:55.723,2468719,-0.86,-0.42,0.2,-3.0,12.9,-3.1,-33.7,51.2,19.4,101.11,36.65,0,1,1,1,3,NONE,49,242
2026-05-28T00:02:55.774,2468772,-0.94,-0.5,0.28,-6.3,13.5,-5.0,-33.7,51.2,18.6,101.111,36.65,0,1,1,1,3,NONE,53,285
2026-05-28T00:02:55.825,2468821,-0.88,-0.45,0.26,-26.8,8.2,-10.1,-34.1,51.9,19.9,101.108,36.64,0,1,1,1,3,NONE,41,203
2026-05-28T00:02:55.874,2468870,-0.89,-0.3,0.24,-26.7,6.3,-8.3,-34.1,51.6,19.7,101.112,36.65,0,1,1,1,3,NONE,65,346
2026-05-28T00:02:55.924,2468921,-0.89,-0.29,0.25,-15.6,11.8,-3.7,-35.0,52.1,16.8,101.114,36.65,0,1,1,1,3,NONE,69,345
2026-05-28T00:02:55.975,2468973,-0.89,-0.23,0.22,-0.6,9.8,-2.3,-35.5,52.0,17.8,101.109,36.64,0,1,1,1,3,NONE,59,272
2026-05-28T00:02:56.018,2469019,-0.92,-0.34,0.24,8.6,5.7,-0.8,-35.3,52.4,17.2,101.112,36.65,0,1,1,1,3,NONE,51,373
2026-05-28T00:02:56.075,2469071,-0.91,-0.36,0.25,2.1,-2.4,2.9,-35.4,51.8,16.5,101.114,36.64,0,1,1,1,3,NONE,40,243
2026-05-28T00:02:56.123,2469119,-0.94,-0.33,0.26,2.3,-4.2,2.9,-35.2,52.3,18.6,101.109,36.65,0,1,1,1,3,NONE,34,236
2026-05-28T00:02:56.176,2469171,-0.92,-0.33,0.23,6.0,-3.2,4.6,-35.1,51.6,18.2,101.107,36.64,0,1,1,1,3,NONE,40,197
2026-05-28T00:02:56.224,2469221,-0.95,-0.34,0.21,10.3,-2.7,8.4,-34.6,52.2,16.0,101.111,36.65,0,1,1,1,3,NONE,52,283
2026-05-28T00:02:56.274,2469270,-0.93,-0.35,0.17,4.2,-6.2,11.2,-34.2,52.1,16.9,101.109,36.65,0,1,1,1,3,NONE,61,419
2026-05-28T00:02:56.324,2469321,-0.92,-0.33,0.16,6.4,-8.4,11.1,-33.8,51.8,17.3,101.109,36.64,0,1,1,1,3,NONE,39,230
2026-05-28T00:02:56.375,2469373,-0.89,-0.29,0.11,10.6,-12.4,8.5,-33.4,52.6,17.2,101.11,36.65,0,1,1,1,3,NONE,88,498
2026-05-28T00:02:56.423,2469419,-0.9,-0.29,0.08,18.8,-14.4,9.2,-32.9,52.3,19.4,101.11,36.65,0,1,1,1,3,NONE,108,651
2026-05-28T00:02:56.474,2469473,-1.0,-0.36,0.17,23.6,-18.1,7.9,-32.1,51.7,20.3,101.112,36.64,0,1,1,1,3,NONE,112,416
2026-05-28T00:02:56.514,2469519,-0.97,-0.36,0.16,0.2,-18.2,10.4,-31.6,52.4,20.7,101.107,36.65,0,1,1,1,3,NONE,89,330
2026-05-28T00:02:56.574,2469571,-0.96,-0.28,0.15,29.7,-1.9,10.7,-31.4,52.5,20.1,101.112,36.65,0,1,1,1,3,NONE,83,393
2026-05-28T00:02:56.624,2469622,-0.77,-0.59,0.15,33.2,8.5,11.1,-31.1,51.8,21.4,101.115,36.65,0,1,1,1,3,NONE,63,377
2026-05-28T00:02:56.674,2469671,-0.89,-0.51,0.15,13.1,-1.6,7.4,-30.5,51.6,21.9,101.113,36.64,0,1,1,1,3,NONE,135,670
2026-05-28T00:02:56.724,2469719,-0.89,-0.46,0.08,6.7,3.4,5.6,-30.4,51.1,23.3,101.112,36.65,0,1,1,1,3,NONE,64,305
2026-05-28T00:02:56.774,2469771,-0.91,-0.48,0.09,9.3,11.9,7.5,-29.7,51.1,23.3,101.107,36.65,0,1,1,1,3,NONE,52,340
2026-05-28T00:02:56.824,2469821,-0.92,-0.49,0.12,4.5,22.2,5.7,-30.8,52.0,22.5,101.11,36.65,0,1,1,1,3,NONE,47,335
2026-05-28T00:02:56.874,2469870,-0.89,-0.51,0.12,-1.6,26.2,6.8,-30.9,51.9,22.2,101.11,36.65,0,1,1,1,3,NONE,32,199
2026-05-28T00:02:56.925,2469921,-0.84,-0.49,0.14,0.2,31.8,7.9,-30.9,51.3,21.8,101.113,36.65,0,1,1,1,3,NONE,78,343
2026-05-28T00:02:56.974,2469973,-0.84,-0.5,0.11,-6.2,25.1,3.6,-31.8,51.6,20.5,101.108,36.65,0,1,1,1,3,NONE,39,273
2026-05-28T00:02:57.023,2470019,-0.83,-0.47,0.08,-11.5,17.8,3.9,-32.1,51.9,21.1,101.108,36.65,0,1,1,1,3,NONE,54,205
2026-05-28T00:02:57.074,2470071,-0.8,-0.52,0.14,-20.1,13.7,0.4,-32.1,52.1,19.7,101.11,36.65,0,1,1,1,3,NONE,94,232
2026-05-28T00:02:57.119,2470119,-0.84,-0.29,0.25,-22.0,24.5,-12.6,-32.5,53.3,19.7,101.108,36.65,0,1,1,1,3,NONE,58,324
2026-05-28T00:02:57.175,2470171,-0.97,-0.49,0.32,3.2,34.9,-18.7,-33.5,53.5,19.6,101.11,36.64,0,1,1,1,3,NONE,44,237
2026-05-28T00:02:57.224,2470223,-0.78,-0.45,0.29,-19.7,9.5,-3.4,-33.8,52.8,17.4,101.114,36.64,0,1,1,1,3,NONE,38,82
2026-05-28T00:02:57.274,2470271,-0.92,-0.3,0.32,-4.5,15.1,-7.4,-34.3,53.9,17.9,101.113,36.64,0,1,1,1,3,NONE,22,142
2026-05-28T00:02:57.325,2470322,-0.87,-0.32,0.27,0.2,6.7,-7.8,-34.9,53.8,17.5,101.109,36.65,0,1,1,1,3,NONE,35,175
2026-05-28T00:02:57.373,2470371,-0.92,-0.33,0.34,6.0,9.8,-3.2,-35.0,53.8,17.8,101.114,36.64,0,1,1,1,3,NONE,36,206
2026-05-28T00:02:57.422,2470419,-0.92,-0.41,0.34,7.1,9.5,-2.7,-35.3,53.6,16.9,101.109,36.65,0,1,1,1,3,NONE,22,121
2026-05-28T00:02:57.474,2470472,-0.88,-0.33,0.33,6.8,7.2,-0.6,-35.1,53.6,17.7,101.109,36.64,0,1,1,1,3,NONE,27,144
2026-05-28T00:02:57.524,2470521,-0.85,-0.36,0.33,8.8,8.1,3.4,-35.1,53.6,16.5,101.111,36.65,0,1,1,1,3,NONE,26,148
2026-05-28T00:02:57.574,2470570,-0.89,-0.38,0.3,4.9,4.8,6.8,-34.8,53.9,17.6,101.111,36.64,0,1,1,1,3,NONE,32,200
2026-05-28T00:02:57.624,2470621,-0.87,-0.38,0.3,-0.9,1.6,10.1,-35.2,53.6,16.1,101.111,36.65,0,1,1,1,3,NONE,36,212
2026-05-28T00:02:57.674,2470673,-0.86,-0.34,0.27,-2.0,-3.1,9.0,-35.1,54.3,17.0,101.112,36.64,0,1,1,1,3,NONE,59,285
2026-05-28T00:02:57.723,2470719,-0.86,-0.28,0.2,7.9,-6.3,9.8,-34.6,54.4,17.3,101.111,36.64,0,1,1,1,3,NONE,44,240
2026-05-28T00:02:57.776,2470773,-0.92,-0.41,0.39,25.5,-6.5,11.2,-34.1,54.5,16.8,101.114,36.64,0,1,1,1,3,NONE,104,385
2026-05-28T00:02:57.822,2470819,-0.91,-0.42,0.37,-16.1,-22.3,9.7,-33.6,54.5,18.9,101.111,36.65,0,1,1,1,3,NONE,60,343
2026-05-28T00:02:57.874,2470871,-1.01,-0.21,0.26,18.1,-6.7,4.1,-33.2,55.3,18.2,101.111,36.65,0,1,1,1,3,NONE,54,267
2026-05-28T00:02:57.924,2470923,-0.78,-0.5,0.27,28.3,1.6,2.3,-32.9,55.0,18.6,101.109,36.64,0,1,1,1,3,NONE,52,243
2026-05-28T00:02:57.974,2470971,-0.82,-0.49,0.23,25.0,-1.7,8.9,-32.3,54.7,19.0,101.112,36.65,0,1,1,1,3,NONE,31,171
2026-05-28T00:02:58.023,2471019,-0.89,-0.51,0.19,5.9,-12.2,5.7,-32.3,54.0,19.8,101.112,36.65,0,1,1,1,3,NONE,47,210
2026-05-28T00:02:58.074,2471071,-0.88,-0.44,0.19,16.2,-3.4,3.9,-31.9,54.4,20.3,101.109,36.64,0,1,1,1,3,NONE,29,170
2026-05-28T00:02:58.122,2471120,-0.87,-0.54,0.17,16.4,-1.0,-0.4,-31.9,54.4,20.3,101.111,36.64,0,1,1,1,3,NONE,41,160
2026-05-28T00:02:58.173,2471171,-0.85,-0.49,0.15,3.8,-7.0,0.3,-31.3,53.9,21.2,101.108,36.65,0,1,1,1,3,NONE,27,122
2026-05-28T00:02:58.225,2471223,-0.82,-0.46,0.09,0.3,-9.6,0.8,-30.4,53.8,20.2,101.111,36.64,0,1,1,1,3,NONE,42,161
2026-05-28T00:02:58.273,2471271,-0.84,-0.47,0.15,2.0,-5.6,0.0,-29.9,54.2,20.4,101.113,36.64,0,1,1,1,3,NONE,39,189
2026-05-28T00:02:58.325,2471322,-0.76,-0.48,0.09,2.8,-6.5,0.4,-30.3,54.1,20.8,101.108,36.65,0,1,1,1,3,NONE,35,144
2026-05-28T00:02:58.372,2471369,-0.64,-0.53,0.08,-4.4,-19.5,1.6,-29.6,54.0,21.6,101.108,36.64,0,1,1,1,3,NONE,62,116
2026-05-28T00:02:58.424,2471423,-1.58,-0.4,0.44,-4.3,-7.5,-9.4,-29.8,55.1,21.4,101.11,36.65,0,1,1,1,3,NONE,80,225
2026-05-28T00:02:58.474,2471471,-0.75,-0.73,0.12,-3.5,3.8,0.5,-29.5,54.4,21.5,101.111,36.64,0,1,1,1,3,NONE,23,129
2026-05-28T00:02:58.523,2471522,-1.03,-0.25,0.18,-25.0,-7.3,10.3,-28.2,55.5,20.6,101.109,36.64,0,1,1,1,3,NONE,54,250
2026-05-28T00:02:58.572,2471571,-1.04,-0.45,0.12,8.4,17.0,-0.1,-28.5,55.3,20.3,101.109,36.64,0,1,1,1,3,NONE,57,154
2026-05-28T00:02:58.622,2471619,-0.91,-0.44,0.21,-5.1,15.5,6.0,-29.1,55.2,20.2,101.111,36.64,0,1,1,1,3,NONE,45,191
2026-05-28T00:02:58.674,2471671,-0.91,-0.33,0.09,-24.4,12.3,1.5,-29.2,56.5,20.3,101.111,36.64,0,1,1,1,3,NONE,51,291
2026-05-28T00:02:58.724,2471721,-0.88,-0.36,0.19,-28.1,7.1,-5.7,-29.5,56.2,18.0,101.112,36.64,0,1,1,1,3,NONE,41,228
2026-05-28T00:02:58.770,2471770,-0.86,-0.3,0.14,-23.2,0.4,0.1,-29.7,57.3,17.6,101.108,36.64,0,1,1,1,3,NONE,56,281
2026-05-28T00:02:58.822,2471821,-0.93,-0.28,0.11,0.2,2.7,7.3,-29.5,57.7,17.0,101.108,36.65,0,1,1,1,3,NONE,43,220
2026-05-28T00:02:58.875,2471873,-0.87,-0.29,0.07,18.5,3.8,2.3,-29.1,57.6,16.0,101.109,36.64,0,1,1,1,3,NONE,40,137
2026-05-28T00:02:58.922,2471919,-0.91,-0.35,0.18,28.7,12.2,9.8,-28.7,57.1,16.8,101.109,36.64,0,1,1,1,3,NONE,47,188
2026-05-28T00:02:58.973,2471971,-0.84,-0.41,0.27,22.0,21.7,16.4,-28.2,57.1,18.0,101.106,36.63,0,1,1,1,3,NONE,49,186
2026-05-28T00:02:59.022,2472019,-0.71,-0.29,0.25,32.5,40.6,17.5,-28.6,56.9,18.4,101.114,36.64,0,1,1,1,3,NONE,32,145
2026-05-28T00:02:59.075,2472071,-0.91,-0.76,0.29,-24.2,34.2,15.1,-29.1,57.4,17.5,101.112,36.65,0,2,1,1,4,NONE,56,325
2026-05-28T00:02:59.123,2472122,-1.11,-0.47,0.32,6.2,43.3,-3.5,-29.4,57.2,18.5,101.106,36.64,0,2,1,1,4,NONE,53,213
2026-05-28T00:02:59.174,2472171,-0.81,-0.69,0.28,-16.8,21.7,-5.0,-30.0,57.3,17.5,101.11,36.64,0,1,1,1,3,NONE,42,197
2026-05-28T00:02:59.221,2472219,-0.87,-0.42,0.25,-16.5,19.0,-3.5,-30.2,57.3,17.1,101.113,36.65,0,1,1,1,3,NONE,61,183
2026-05-28T00:02:59.274,2472271,-0.76,-0.41,0.21,-1.3,19.5,-3.5,-30.8,57.8,15.3,101.109,36.64,0,1,1,1,3,NONE,20,113
2026-05-28T00:02:59.324,2472321,-0.74,-0.46,0.24,4.6,8.9,0.4,-31.2,58.1,17.3,101.111,36.64,0,1,1,1,3,NONE,44,181
2026-05-28T00:02:59.373,2472369,-0.72,-0.49,0.14,6.2,-8.9,1.0,-30.4,58.2,16.7,101.113,36.65,0,1,1,1,3,NONE,39,137
2026-05-28T00:02:59.425,2472421,-0.68,-0.35,0.11,12.3,-23.6,4.8,-30.4,57.8,16.0,101.11,36.64,0,1,1,1,3,NONE,66,305
2026-05-28T00:02:59.475,2472473,-0.61,-0.45,0.03,27.3,-42.1,11.5,-29.1,57.3,17.7,101.112,36.65,0,1,1,1,3,NONE,80,409
2026-05-28T00:02:59.522,2472519,-0.74,-0.48,0.08,16.3,-54.3,4.2,-27.9,57.3,18.2,101.11,36.64,0,1,1,1,3,NONE,67,295
2026-05-28T00:02:59.573,2472571,-0.67,-0.35,0.01,11.5,-51.4,3.5,-26.6,56.7,19.3,101.109,36.64,0,1,1,1,3,NONE,68,393
2026-05-28T00:02:59.622,2472619,-0.71,-0.34,-0.01,19.5,-42.1,3.0,-25.0,56.3,19.7,101.111,36.65,0,1,1,1,3,NONE,56,255
2026-05-28T00:02:59.674,2472671,-0.52,-0.33,-0.1,14.8,-45.1,4.8,-23.9,56.2,20.8,101.113,36.64,0,1,1,1,3,NONE,41,230
2026-05-28T00:02:59.724,2472722,-0.67,-0.02,-0.31,63.8,-60.2,0.2,-22.3,55.1,21.7,101.112,36.64,0,1,1,1,3,NONE,96,423
2026-05-28T00:02:59.774,2472771,-0.45,-0.35,-0.3,68.4,-54.0,-2.7,-20.8,53.6,23.9,101.115,36.65,0,1,1,1,3,NONE,98,709
2026-05-28T00:02:59.821,2472819,-0.62,-0.42,-0.18,49.6,-11.9,13.7,-19.1,52.1,23.9,101.112,36.64,0,1,1,1,3,NONE,90,430
2026-05-28T00:02:59.874,2472871,-0.69,-0.67,-0.33,-9.8,26.8,29.9,-18.8,51.0,23.3,101.113,36.64,0,1,0,0,1,NONE,66,376
2026-05-28T00:02:59.923,2472921,-1.24,-1.37,-0.39,-99.2,51.1,21.1,-19.4,52.3,23.3,101.116,36.64,0,1,0,0,1,NONE,131,669
2026-05-28T00:02:59.972,2472969,-2.16,-1.97,0.05,-137.6,65.1,33.8,-19.8,54.9,21.0,101.112,36.65,0,1,0,0,1,NONE,229,758
2026-05-28T00:03:00.024,2473021,-0.79,-0.15,0.19,-125.5,158.6,-4.7,-20.2,57.7,16.6,101.112,36.64,0,1,0,0,1,NONE,91,573
2026-05-28T00:03:00.069,2473073,-0.26,-0.12,0.01,-108.3,152.3,10.9,-22.1,60.0,12.2,101.115,36.64,0,1,0,0,1,NONE,92,592
2026-05-28T00:03:00.122,2473119,0.06,0.05,-0.14,-109.7,150.8,-2.6,-23.2,60.5,9.1,101.11,36.64,0,1,0,0,1,NONE,197,2780
2026-05-28T00:03:00.175,2473171,-0.11,0.3,0.23,-183.2,103.1,-24.8,-24.6,61.6,3.8,101.11,36.64,0,1,0,1,2,NONE,256,876
2026-05-28T00:03:00.219,2473219,-0.46,0.79,0.37,-190.2,72.8,-71.5,-25.1,60.2,-2.6,101.112,36.64,0,1,0,1,2,NONE,258,1565
2026-05-28T00:03:00.270,2473271,-1.38,1.25,2.67,-111.2,184.6,-93.0,-26.9,58.1,-7.8,101.121,36.64,0,1,1,1,3,NONE,427,944
